Label,S_Mises,S_S11,S_S22,S_S33,S_S12,S_S13,S_S23
1.0,1747.47,-284.20699999999999,42.469900000000003,1146.6900000000001,299.10700000000003,-588.95899999999995,138.94
2.0,1747.74,-326.12299999999999,49.251100000000001,1244.6900000000001,295.71699999999998,-498.44799999999998,96.896100000000004
3.0,1747.78,-351.08600000000001,59.946199999999997,1336.47,285.28500000000003,-399.44900000000001,53.987499999999997
4.0,1748.3299999999999,-358.95100000000002,73.463800000000006,1420.1900000000001,267.95299999999997,-293.20699999999999,10.927899999999999
5.0,1749.27,-349.59800000000001,89.438000000000002,1493.6600000000001,243.28299999999999,-181.00999999999999,-31.5549
6.0,1750.96,-322.89299999999997,106.22,1554.51,211.55699999999999,-64.878200000000007,-72.559600000000003
7.0,1753.6600000000001,-272.43400000000003,128.92500000000001,1607.22,173.245,53.109200000000001,-111.117
8.0,1757.73,-204.94800000000001,150.90100000000001,1644.4200000000001,128.64699999999999,170.47499999999999,-146.18600000000001
9.0,1763.3199999999999,-114.474,177.78899999999999,1671.6700000000001,78.678200000000004,284.60399999999998,-177.02600000000001
10.0,1770.4200000000001,-5.9979300000000002,205.36799999999999,1684.9000000000001,24.2332,392.887,-202.57599999999999
11.0,1778.99,116.505,232.464,1682.78,-34.0886,492.78199999999998,-221.93600000000001
12.0,1788.6099999999999,249.971,257.25099999999998,1665.0,-94.492699999999999,581.73599999999999,-234.53700000000001
13.0,1798.5,398.02800000000002,284.471,1638.3900000000001,-154.76400000000001,657.50400000000002,-240.52699999999999
14.0,1808.1300000000001,552.90800000000002,310.185,1600.7,-213.49600000000001,718.63999999999999,-239.55500000000001
15.0,1816.3499999999999,707.35599999999999,331.87,1551.2,-269.34399999999999,763.87599999999998,-231.69900000000001
16.0,1822.53,863.14499999999998,353.214,1496.8699999999999,-320.28399999999999,793.03999999999996,-217.833
17.0,1825.22,1012.1900000000001,371.10399999999998,1435.54,-364.80599999999998,806.60199999999998,-198.93199999999999
18.0,1824.99,1149.4000000000001,383.12400000000002,1368.5,-402.01400000000001,806.22900000000004,-175.74199999999999
19.0,1818.5999999999999,1274.6500000000001,393.82299999999998,1299.29,-430.99799999999999,792.505,-150.19399999999999
20.0,1810.6700000000001,1384.3,396.29899999999998,1226.4100000000001,-451.64100000000002,769.46600000000001,-122.819
21.0,1793.5799999999999,1481.6900000000001,405.44799999999998,1156.99,-464.85500000000002,736.18200000000002,-97.458399999999997
22.0,1778.05,1548.74,382.88200000000001,1063.22,-466.06400000000002,699.28200000000004,-68.098200000000006
23.0,1778.74,1561.6400000000001,308.65699999999998,929.15300000000002,-471.637,661.57600000000002,-44.807499999999997
24.0,1768.3399999999999,1601.28,285.488,837.51900000000001,-474.94499999999999,615.96500000000003,-28.287400000000002
25.0,1754.0599999999999,1693.75,320.78800000000001,796.34799999999996,-468.64800000000002,565.46299999999997,-10.9177
26.0,1746.75,1792.05,363.49599999999998,759.98299999999995,-460.28699999999998,511.16000000000003,6.5339499999999999
27.0,1741.22,-752.43399999999997,-256.935,425.70299999999997,611.07899999999995,-483.31999999999999,231.68299999999999
28.0,1744.03,-792.39099999999996,-244.16200000000001,510.92399999999998,618.70899999999995,-411.28699999999998,183.55799999999999
29.0,1745.1600000000001,-835.21900000000005,-242.179,577.54499999999996,620.50300000000004,-330.35599999999999,133.327
30.0,1743.8299999999999,-853.59799999999996,-225.69999999999999,648.83199999999999,615.78599999999994,-241.53700000000001,81.964299999999994
31.0,1740.6099999999999,-869.62900000000002,-218.083,700.67999999999995,604.30100000000004,-146.30199999999999,30.034800000000001
32.0,1735.4100000000001,-856.62699999999995,-193.95099999999999,757.27800000000002,585.84100000000001,-45.787799999999997,-21.5412
33.0,1728.4100000000001,-843.26599999999996,-182.88800000000001,788.10400000000004,560.21600000000001,58.2226,-72.005700000000004
34.0,1719.76,-797.83900000000006,-154.32599999999999,822.94000000000005,527.72199999999998,163.92599999999999,-120.346
35.0,1709.6800000000001,-750.91600000000005,-139.083,830.34100000000001,488.58300000000003,269.14800000000002,-165.63300000000001
36.0,1698.4100000000001,-673.97000000000003,-108.911,838.27099999999996,443.55399999999997,371.60300000000001,-206.91999999999999
37.0,1686.3199999999999,-591.84299999999996,-88.170000000000002,822.47799999999995,393.55799999999999,468.88999999999999,-243.44399999999999
38.0,1673.5799999999999,-479.78699999999998,-51.353000000000002,808.827,339.67200000000003,558.76800000000003,-274.52100000000002
39.0,1660.3599999999999,-371.14400000000001,-29.741599999999998,766.73599999999999,282.95800000000003,638.91899999999998,-299.49299999999999
40.0,1646.76,-240.17099999999999,4.1586800000000004,725.03899999999999,224.834,707.38199999999995,-318.06999999999999
41.0,1633.3,-111.911,27.611899999999999,662.28599999999994,167.041,762.73699999999997,-330.56200000000001
42.0,1620.3900000000001,30.309999999999999,59.9422,600.60500000000002,111.22,803.86400000000003,-337.02499999999998
43.0,1607.0599999999999,159.654,78.553700000000006,518.40999999999997,58.434100000000001,829.86800000000005,-337.62599999999998
44.0,1594.0899999999999,297.18200000000002,105.90300000000001,440.59800000000001,9.6753599999999995,841.274,-333.18599999999998
45.0,1580.24,418.35399999999998,122.443,348.02499999999998,-33.483800000000002,837.64300000000003,-325.15100000000001
46.0,1567.8199999999999,537.13,140.20099999999999,257.36700000000002,-70.872399999999999,821.25400000000002,-313.505
47.0,1552.21,637.93499999999995,154.934,160.321,-102.717,790.46199999999999,-301.38099999999997
48.0,1539.25,715.81899999999996,144.14599999999999,44.401800000000001,-124.41,749.94799999999998,-283.911
