Label,S_Mises,S_S11,S_S22,S_S33,S_S12,S_S13,S_S23
4680.0,1.70964e-29,-7.9931700000000006e-26,-7.9927900000000002e-26,-7.9931200000000004e-26,-7.6971200000000001e-30,-2.1248199999999999e-30,5.4292500000000002e-30
4681.0,1.5082399999999999e-29,-7.9930700000000003e-26,-7.9927099999999995e-26,-7.99297e-26,-7.4707300000000002e-30,-1.5223199999999999e-30,3.7667900000000003e-30
4682.0,1.3572600000000001e-29,-7.9933399999999994e-26,-7.99297e-26,-7.9932099999999998e-26,-7.1916499999999997e-30,-1.1461399999999999e-30,2.1843799999999999e-30
4683.0,1.3430799999999999e-29,-7.9931599999999996e-26,-7.9928599999999999e-26,-7.99303e-26,-7.5390699999999993e-30,-8.2093600000000008e-31,5.5775100000000003e-31
4684.0,2.6045000000000002e-29,-7.99388e-26,-7.9929000000000003e-26,-7.9939300000000001e-26,-8.05754e-30,-3.8861799999999999e-30,1.06122e-29
4685.0,2.3379e-29,-7.9937899999999995e-26,-7.9928400000000003e-26,-7.9937799999999997e-26,-7.7273099999999994e-30,-3.2709700000000003e-30,9.0447800000000001e-30
4686.0,2.1491100000000001e-29,-7.9939599999999995e-26,-7.9930000000000006e-26,-7.9939200000000003e-26,-7.67079e-30,-2.78537e-30,7.6047899999999995e-30
4687.0,1.9399900000000001e-29,-7.9939599999999995e-26,-7.99297e-26,-7.9938499999999995e-26,-7.4466800000000005e-30,-2.2175e-30,5.9563599999999999e-30
4688.0,1.79443e-29,-7.9942000000000004e-26,-7.9931800000000004e-26,-7.9940699999999996e-26,-7.3639199999999999e-30,-1.8325199999999999e-30,4.3511599999999997e-30
4689.0,1.6550400000000001e-29,-7.9941299999999995e-26,-7.9931200000000004e-26,-7.9939599999999995e-26,-7.2989800000000007e-30,-1.3456900000000001e-30,2.61657e-30
4690.0,1.62791e-29,-7.9945000000000001e-26,-7.9933399999999994e-26,-7.9942500000000006e-26,-7.0176199999999999e-30,-8.2129900000000007e-31,9.1985799999999993e-31
4691.0,2.8224599999999998e-29,-7.9945400000000004e-26,-7.9931099999999995e-26,-7.9945500000000002e-26,-7.8814500000000003e-30,-3.8630799999999997e-30,1.09452e-29
4692.0,2.6331799999999998e-29,-7.9946500000000005e-26,-7.9932099999999998e-26,-7.99462e-26,-7.7371599999999996e-30,-3.4203500000000001e-30,9.5981900000000007e-30
