Label,U_Magnitude,U_U1,U_U2,U_U3
1.0,0.0044923100000000002,-0.00094145299999999997,0.0043903700000000002,-0.00013836400000000001
2.0,0.0,0.0,0.0,-0
3.0,0.011765899999999999,0.0068923200000000004,0.0093671599999999994,0.00178565
4.0,0.0032985599999999999,-0.00014345800000000001,0.00319791,0.000795797
5.0,0.0033804999999999998,0.0011355200000000001,0.0031830999999999999,-7.9026300000000006e-05
6.0,0.0041545799999999997,0.000344512,0.0038842799999999999,-0.0014332500000000001
7.0,0.00063410199999999999,-0.00057799700000000002,0.00016824799999999999,-0.00019924299999999999
8.0,0.0127025,0.0054965500000000002,0.011277199999999999,0.00199139
9.0,0.013271700000000001,0.0033204599999999999,0.0126832,0.0020608699999999998
10.0,0.0132867,0.000784573,0.0131206,0.0019416399999999999
11.0,0.0127698,-0.0014408100000000001,0.012578199999999999,0.00166712
12.0,0.0119287,-0.0030150799999999998,0.011464,0.0013343599999999999
13.0,0.010920900000000001,-0.0038240100000000001,0.0101788,0.00101691
14.0,0.0098872500000000002,-0.0040665299999999996,0.0089825400000000007,0.00073151900000000003
15.0,0.0089083700000000005,-0.0039647099999999998,0.0079621499999999994,0.00049411799999999999
16.0,0.0079896900000000007,-0.0036149400000000001,0.0071188600000000003,0.00029869
17.0,0.0071490800000000004,-0.0031484400000000002,0.0064168100000000002,0.000145959
18.0,0.0063803599999999999,-0.00260415,0.0058246599999999997,2.6396600000000001e-05
19.0,0.0056868500000000002,-0.0020376499999999998,0.0053089299999999999,-5.8589699999999999e-05
20.0,0.0050566200000000004,-0.0014729400000000001,0.0048360199999999999,-0.000112916
21.0,0.0033349899999999999,-0.00067180500000000004,0.0032649200000000001,-0.00010560000000000001
22.0,0.0022201500000000002,-0.000484492,0.0021648499999999998,-8.8128599999999995e-05
23.0,0.0014199900000000001,-0.000209235,0.00140281,-6.86676e-05
24.0,0.00038340999999999999,-7.4710100000000002e-05,0.00036841400000000001,-7.5450499999999999e-05
25.0,0.00018928200000000001,0.000163776,7.8369999999999997e-05,-5.35095e-05
26.0,0.0010442100000000001,0.000286233,-0.0010004600000000001,-8.6690399999999999e-05
27.0,0.00069682700000000001,0.00038303000000000002,-0.00058044100000000001,-4.4079999999999998e-05
28.0,0.0022343300000000001,0.00071745800000000003,-0.0021125300000000001,-0.000121236
29.0,0.00441976,-0.00086855000000000005,0.0043333199999999999,4.7447100000000002e-05
30.0,0.0043455400000000002,-0.00076918400000000001,0.0042709599999999999,0.00022560500000000001
31.0,0.0042689700000000004,-0.00065662800000000003,0.0041995499999999998,0.00039589099999999999
32.0,0.0041913000000000002,-0.00054530300000000002,0.0041186800000000004,0.00055327100000000004
33.0,0.00411087,-0.00044671499999999998,0.0040264400000000001,0.00069814400000000004
34.0,0.0040229100000000002,-0.00036778499999999998,0.0039220100000000001,0.00081636100000000004
35.0,0.0039286599999999996,-0.00031423699999999998,0.0038094399999999999,0.00090762199999999996
