Label,X,Y,Z
299866.0,-2399023.0,-1611125.38,1938907.75
299867.0,-2519306.25,-1320585.25,2004881.75
299868.0,-2614800.0,-1008603.88,2062992.75
299869.0,-2683484.5,-682047.938,2108108.5
299870.0,-2721347.0,-344532.188,2141487.25
299871.0,-2014372.88,-2006354.0,2006799.75
299872.0,-2095982.38,-1843226.0,2078407.0
299873.0,-2198456.25,-1603758.0,2169135.75
299874.0,-2297117.5,-1320878.25,2255866.25
299875.0,-2379389.5,-1011647.06,2329265.0
299876.0,-2439017.0,-684779.562,2385932.25
299877.0,-2469537.0,-345383.375,2427446.75
299878.0,-388304.094,-3436750.25,385184.656
299879.0,-772187.25,-3372044.5,378739.469
299880.0,-1146491.25,-3264875.5,369521.75
299881.0,-1506068.12,-3116794.5,357421.188
299882.0,-1845970.5,-2929922.0,344019.438
299883.0,-2161707.5,-2706650.5,333861.969
299884.0,-383071.531,-3373029.0,765723.375
299885.0,-762200.5,-3310944.25,753059.938
299886.0,-1132124.5,-3207592.5,734876.938
299887.0,-1487522.0,-3064636.75,711112.0
299888.0,-1823101.25,-2883923.25,685338.062
299889.0,-2133849.5,-2667033.0,666348.938
299890.0,-374225.781,-3267670.25,1136963.62
299891.0,-744940.25,-3210037.0,1118537.88
299892.0,-1106952.38,-3113311.75,1091945.88
299893.0,-1454999.5,-2979181.0,1057287.75
299894.0,-1783473.0,-2808698.0,1020215.62
299895.0,-2086514.75,-2601921.5,993408.5
299896.0,-361969.125,-3122031.5,1494087.75
299897.0,-720816.938,-3070617.5,1470419.0
299898.0,-1071555.12,-2983192.0,1436222.75
299899.0,-1409181.12,-2861378.0,1391806.12
299900.0,-1727770.0,-2704964.0,1344760.5
299901.0,-2020318.0,-2511876.75,1311179.12
299902.0,-347397.969,-2938053.0,1832364.5
299903.0,-692722.625,-2894273.75,1803805.75
299904.0,-1030822.88,-2817972.75,1762621.25
299905.0,-1356775.38,-2710695.75,1709294.75
299906.0,-1664125.75,-2570686.0,1653075.5
299907.0,-1945333.0,-2394597.0,1609964.0
299908.0,-336847.344,-2718642.75,2146139.75
299909.0,-673352.312,-2682796.25,2111776.75
299910.0,-1002962.25,-2617207.5,2062690.38
299911.0,-1320367.5,-2523805.5,1999358.75
299912.0,-1619168.88,-2401085.0,1929632.88
299913.0,-1882218.38,-2252423.25,1869289.75
299914.0,-339668.125,-2469636.5,2428152.0
299915.0,-678334.25,-2441829.0,2384897.0
299916.0,-1007250.12,-2384665.25,2325772.75
299917.0,-1321465.38,-2303320.25,2249187.5
299918.0,-1610685.5,-2201873.75,2160519.5
299919.0,-1854256.38,-2093759.0,2070822.62
299920.0,-2186096.25,-350696.062,2684845.5
299921.0,-1879940.5,-365963.5,2905562.75
299922.0,-1555218.75,-386979.812,3089003.25
299923.0,-1218840.62,-414111.688,3233162.5
299924.0,-872597.75,-449832.906,3338656.0
299925.0,-484956.562,-486018.656,3411598.25
299926.0,-2163870.5,-700228.375,2633960.0
299927.0,-1864862.12,-731128.562,2845723.25
299928.0,-1546175.88,-770356.188,3020975.25
299929.0,-1212812.75,-815719.438,3158177.75
299930.0,-859302.0,-864604.875,3259518.25
299931.0,-453552.562,-887143.812,3334316.5
299932.0,-2113028.5,-1037452.69,2563045.5
299933.0,-1820620.62,-1080824.0,2761803.75
299934.0,-1506406.75,-1131553.25,2925871.75
299935.0,-1173938.5,-1184453.38,3054396.5
299936.0,-817482.938,-1232605.12,3150048.5
299937.0,-419283.75,-1244308.0,3222778.0
299938.0,-2041797.25,-1355715.38,2470526.25
299939.0,-1758629.62,-1408973.38,2651870.25
299940.0,-1451800.62,-1467759.12,2801492.0
299941.0,-1124604.0,-1524614.5,2919112.25
299942.0,-774011.438,-1571006.25,3007199.0
299943.0,-392828.625,-1581169.5,3075059.0
299944.0,-1961422.88,-1646459.62,2356351.25
299945.0,-1692559.25,-1709896.5,2514338.25
299946.0,-1396195.25,-1777679.5,2645920.5
299947.0,-1077325.62,-1839845.62,2750406.75
299948.0,-736547.75,-1887555.88,2829316.25
299949.0,-372566.75,-1901183.5,2890864.25
299950.0,-1892227.62,-1896902.62,2220728.5
299951.0,-1641941.12,-1976308.88,2347047.5
299952.0,-1355342.88,-2058169.38,2457109.0
299953.0,-1042603.31,-2129566.75,2547218.75
299954.0,-708931.438,-2181586.75,2616963.0
299955.0,-357662.625,-2200920.25,2671783.5
299956.0,0.0,-387892.156,388255.344
299957.0,0.0,-775673.75,387730.281
299958.0,0.0,-1162928.75,383596.25
299959.0,0.0,-1549142.0,375391.188
299960.0,0.0,-1933621.0,364019.344
299961.0,0.0,-2315010.5,353975.188
299962.0,0.0,-2692324.25,352852.75
299963.0,0.0,-386448.75,775784.125
299964.0,0.0,-772648.438,774190.125
299965.0,0.0,-1157761.62,765620.312
299966.0,0.0,-1540750.5,749105.938
299967.0,0.0,-1920101.12,726800.125
299968.0,0.0,-2292952.0,707794.438
299969.0,0.0,-2657342.0,705791.438
299970.0,0.0,-381315.656,1162500.0
299971.0,0.0,-762220.75,1159106.75
299972.0,0.0,-1141453.5,1145484.88
299973.0,0.0,-1517446.75,1120133.62
299974.0,0.0,-1887773.75,1086560.62
299975.0,0.0,-2247979.0,1058270.0
299976.0,0.0,-2594960.5,1054341.75
299977.0,0.0,-371891.688,1548060.25
299978.0,0.0,-743189.375,1541751.5
299979.0,0.0,-1112211.25,1522008.25
299980.0,0.0,-1476862.25,1486776.38
299981.0,0.0,-1833767.0,1440902.5
299982.0,0.0,-2176902.0,1402082.25
299983.0,0.0,-2502029.0,1394381.0
299984.0,0.0,-360463.594,1931300.75
299985.0,0.0,-719301.188,1919926.75
299986.0,0.0,-1075263.5,1891870.62
299987.0,0.0,-1425503.12,1844556.62
299988.0,0.0,-1765404.25,1784164.25
299989.0,0.0,-2087064.0,1732491.5
299990.0,0.0,-2384108.75,1717784.62
299991.0,0.0,-352815.625,2310534.5
299992.0,0.0,-703466.25,2289415.75
299993.0,0.0,-1049615.5,2248397.25
299994.0,0.0,-1388070.75,2184172.25
299995.0,0.0,-1712421.25,2104104.0
299996.0,0.0,-2009574.88,2032009.38
299997.0,0.0,-2263941.25,2001233.62
299998.0,0.0,-355060.688,2686041.75
299999.0,0.0,-707675.188,2649725.5
300000.0,0.0,-1054166.25,2589149.5
300001.0,0.0,-1390270.0,2500987.75
300002.0,0.0,-1706890.25,2391962.0
300003.0,0.0,-1983442.25,2281187.5
300004.0,0.0,-2177556.0,2197052.0
300005.0,0.0,-3066692.5,367126.312
300006.0,0.0,-3014303.0,732260.625
300007.0,0.0,-2929027.75,1090611.75
300008.0,0.0,-2808625.0,1437665.5
300009.0,0.0,-2656688.75,1765779.5
300010.0,0.0,-2482935.75,2060316.5
300011.0,0.0,-2292000.0,2303450.0
300012.0,0.0,-367991.156,3064446.75
300013.0,0.0,-733135.25,3011224.0
300014.0,0.0,-1090703.5,2926460.5
300015.0,0.0,-1435705.5,2808130.0
300016.0,0.0,-1760211.0,2660598.0
300017.0,0.0,-2051349.5,2491502.0
300018.0,2449758.0,2449770.5,-328192.625
300019.0,2706690.75,2161562.5,-334472.438
300020.0,2929957.5,1845518.25,-346136.906
300021.0,3116876.75,1505570.38,-358799.781
300022.0,3264927.75,1146183.0,-370014.875
300023.0,3372044.0,772224.75,-378667.219
300024.0,3436763.25,388594.375,-384775.875
300025.0,2416704.0,2416663.0,-655501.5
300026.0,2666910.75,2133569.75,-667732.812
300027.0,2883485.75,1822021.62,-690034.0
300028.0,3064428.75,1486377.0,-714395.125
300029.0,3207579.75,1131401.38,-736046.062
300030.0,3311024.5,762151.75,-752756.062
300031.0,3373220.0,383488.469,-764672.25
300032.0,2361896.75,2361357.25,-977668.312
300033.0,2601444.5,2086055.12,-995620.875
300034.0,2807188.0,1781554.25,-1027696.75
300035.0,2978190.25,1453053.75,-1062741.0
300036.0,3113068.5,1105724.25,-1093882.0
300037.0,3210324.25,744681.5,-1117885.25
300038.0,3268271.5,374596.875,-1135111.5
300039.0,2286458.75,2284084.5,-1290528.75
300040.0,2511061.5,2019479.25,-1314029.5
300041.0,2701838.0,1724732.75,-1354905.5
300042.0,2859097.0,1406267.5,-1399419.75
300043.0,2982530.5,1069757.0,-1438934.5
300044.0,3071238.5,720263.625,-1469392.75
300045.0,3123286.25,362155.938,-1491417.25
300046.0,2194317.0,2186770.75,-1585372.75
300047.0,2396592.25,1939459.62,-1614076.25
300048.0,2566935.75,1659596.88,-1663423.88
300049.0,2706869.0,1354671.12,-1717010.88
300050.0,2816504.0,1031438.44,-1764607.62
300051.0,2895115.75,695282.938,-1801467.75
300052.0,2940137.0,350503.375,-1828425.88
300053.0,2094060.62,2085166.5,-1837767.88
300054.0,2256686.0,1870511.5,-1875887.75
300055.0,2399048.75,1611429.38,-1938623.5
300056.0,2519320.75,1320683.88,-2004798.62
300057.0,2614810.0,1008629.88,-2062967.38
300058.0,2683489.25,682053.5,-2108100.5
300059.0,2721348.75,344533.219,-2141485.0
300060.0,2010362.62,2011858.0,-2005310.25
300061.0,2091069.75,1847489.25,-2079569.88
300062.0,2196270.5,1605814.0,-2169828.75
300063.0,2296617.75,1321482.0,-2256021.5
300064.0,2379283.25,1011820.81,-2329298.0
300065.0,2438997.0,684828.75,-2385938.75
300066.0,2469534.0,345396.594,-2427447.75
300067.0,2186095.0,350699.562,-2684846.0
300068.0,1879939.88,365964.844,-2905563.0
300069.0,1555218.62,386980.219,-3089003.25
300070.0,1218840.62,414111.688,-3233162.5
300071.0,872597.812,449832.75,-3338656.0
300072.0,484956.531,486018.688,-3411598.25
300073.0,2163862.75,700243.875,-2633962.0
300074.0,1864859.25,731132.75,-2845724.0
300075.0,1546174.5,770357.125,-3020975.75
300076.0,1212812.38,815719.812,-3158177.75
300077.0,859301.938,864604.938,-3259518.25
300078.0,453552.281,887144.0,-3334316.5
300079.0,2112987.25,1037508.69,-2563057.0
300080.0,1820605.88,1080839.88,-2761807.25
300081.0,1506401.75,1131557.25,-2925872.75
300082.0,1173937.0,1184454.25,-3054396.75
300083.0,817482.438,1232605.38,-3150048.5
300084.0,419283.5,1244308.12,-3222778.0
300085.0,2040680.88,1356563.5,-2470983.0
300086.0,1756946.88,1409779.0,-2652557.5
300087.0,1449987.62,1468252.75,-2802172.25
300088.0,1122999.25,1524735.12,-2919667.0
300089.0,772802.688,1570819.38,-3007607.5
300090.0,392097.594,1580817.38,-3075333.5
300091.0,1955389.0,1650036.38,-2358862.75
300092.0,1684476.25,1712993.5,-2517656.25
300093.0,1388296.62,1779166.0,-2649075.5
300094.0,1070929.12,1839775.62,-2752950.5
300095.0,732275.5,1886457.12,-2831157.5
300096.0,370856.594,1900196.0,-2891733.25
300097.0,1879034.62,1903434.62,-2226334.5
300098.0,1625685.62,1981434.5,-2354031.25
300099.0,1340552.25,2059675.75,-2463951.25
300100.0,1031977.31,2128135.5,-2552736.25
300101.0,703571.875,2179342.75,-2620277.0
300102.0,356377.375,2199829.75,-2672853.25
300103.0,1845425.88,2103379.75,-2068960.25
300104.0,1605729.75,2209541.0,-2156376.75
300105.0,1324119.25,2307016.25,-2243832.5
300106.0,1016695.19,2387882.0,-2318350.75
300107.0,690421.938,2446913.0,-2376201.5
300108.0,348974.125,2475333.0,-2421021.0
300109.0,346563.375,2721876.5,-2140486.5
300110.0,353951.125,2939741.75,-1828397.5
300111.0,364766.75,3123068.75,-1491236.62
300112.0,375318.5,3268362.75,-1134610.5
300113.0,383708.25,3373387.0,-763824.125
300114.0,388806.656,3436827.0,-383991.062
300115.0,690448.312,2685897.0,-2102293.5
300116.0,705910.438,2895695.5,-1796395.88
300117.0,727035.188,3071752.25,-1464976.88
300118.0,747414.562,3210993.75,-1114132.0
