Label,U_Magnitude,U_U1,U_U2,U_U3
1.0,0.0085037900000000007,0.00088624899999999998,0.0084549499999999993,-0.00020697700000000001
2.0,0.0,-0,-0,0.0
3.0,0.012597199999999999,0.011025999999999999,-0.0052640600000000001,0.0030670900000000002
4.0,0.0067269199999999999,-0.00051341799999999997,0.0067056399999999997,-0.00014928599999999999
5.0,0.0059065699999999999,0.00079927199999999996,0.0058516699999999998,-8.1740299999999994e-05
6.0,0.0073939299999999999,-0.000174189,0.0073915099999999996,-7.3139099999999999e-05
7.0,0.0039955900000000003,-0.00079454199999999997,-0.0038948799999999999,-0.00040418099999999998
8.0,0.0092258300000000008,0.0051603600000000001,-0.00682622,0.0034480999999999999
9.0,0.0076473799999999996,-0.0024121500000000001,-0.0062827600000000001,0.0036319299999999998
10.0,0.0106309,-0.0095514899999999993,-0.0031055700000000002,0.0034843000000000001
11.0,0.014701199999999999,-0.0142977,0.0015701599999999999,0.0030390600000000001
12.0,0.017440000000000001,-0.016170899999999998,0.00606267,0.0024285999999999999
13.0,0.018051999999999999,-0.015447900000000001,0.0091635999999999992,0.0018067700000000001
14.0,0.017150499999999999,-0.0133337,0.010715000000000001,0.0012420899999999999
15.0,0.015626299999999999,-0.0108399,0.0112289,0.00076650700000000004
16.0,0.0138989,-0.0083317100000000009,0.0111165,0.000431144
17.0,0.012426899999999999,-0.0060933000000000003,0.010829,0.000182158
18.0,0.011158899999999999,-0.0040431399999999998,0.010400700000000001,8.5080099999999995e-06
19.0,0.010120199999999999,-0.0022403200000000001,0.0098685700000000001,-0.000106525
20.0,0.0092711500000000006,-0.00057479199999999997,0.0092516000000000004,-0.00017818000000000001
21.0,0.0042760100000000002,0.0017514099999999999,0.0039006100000000001,-4.4549000000000003e-05
22.0,0.0027193500000000002,0.0022856899999999999,-0.0014732300000000001,5.98037e-06
23.0,0.0048758400000000002,0.0028260999999999998,-0.00397329,2.3047000000000001e-06
24.0,0.0108553,0.00287784,-0.010466700000000001,-6.2560700000000006e-05
25.0,0.0098206999999999999,0.00294386,-0.0093687800000000002,-7.6368100000000005e-05
26.0,0.018063099999999999,0.0026216199999999999,-0.017871000000000001,-0.00017906199999999999
27.0,0.0104466,0.0021558800000000002,-0.0102211,-0.000110259
28.0,0.025287799999999999,0.0021547099999999998,-0.025194500000000002,-0.00025843699999999998
29.0,0.0085139199999999995,0.00085223500000000002,0.0084674399999999997,-0.00025118599999999998
30.0,0.0085211200000000001,0.00083681399999999996,0.0084760400000000007,-0.00025694999999999998
31.0,0.0085072900000000007,0.00080114699999999999,0.0084662499999999998,-0.00023399099999999999
32.0,0.0084841399999999994,0.00081478500000000005,0.0084425400000000001,-0.00020087100000000001
33.0,0.0084052299999999996,0.00078424600000000005,0.0083669,-0.00016689999999999999
34.0,0.0083004199999999993,0.00080493100000000005,0.0082588799999999997,-0.00019964000000000001
35.0,0.0081553100000000007,0.00073650600000000005,0.0081185000000000007,-0.00023758399999999999
36.0,0.0079636599999999991,0.00062342699999999997,0.0079325400000000001,-0.00032561100000000001
37.0,0.0077506900000000002,0.000457696,0.0077256599999999996,-0.000421786
38.0,0.0075244999999999999,0.000224627,0.0075063300000000003,-0.00047196500000000003
39.0,0.0072917199999999998,-2.8674899999999999e-05,0.0072761700000000002,-0.00047501200000000003
40.0,0.0070745900000000004,-0.00024521900000000003,0.0070573500000000004,-0.00042849000000000001
41.0,0.0068715800000000004,-0.00042525700000000001,0.0068520999999999999,-0.00029404700000000003
42.0,0.021484400000000001,0.0016266099999999999,-0.021419400000000002,-0.00037667100000000003
43.0,0.0169173,-0.000159674,-0.0169125,-0.00036968
44.0,0.0187534,-0.00016397499999999999,-0.018741500000000001,-0.00064737099999999999
45.0,0.020305199999999999,-0.0014629700000000001,-0.020238900000000001,-0.00073845400000000004
46.0,0.0190887,-0.00195437,-0.0189649,-0.00094428399999999999
47.0,0.020348499999999999,-0.0025724200000000002,-0.0201637,-0.00093252000000000005
48.0,0.0171334,-0.0020165500000000002,-0.016999299999999998,-0.00071537100000000002
49.0,0.014126400000000001,0.0013077200000000001,-0.014062,0.00032339000000000001
50.0,0.024824200000000001,0.0021576799999999999,-0.0247198,-0.00072123700000000001
51.0,0.0093962300000000002,0.00098996200000000005,-0.0092823100000000002,-0.00107138
52.0,0.016954899999999998,0.00180448,-0.016803800000000001,-0.00135811
53.0,0.0083661399999999993,0.00126082,-0.0081377700000000008,-0.0014762600000000001
54.0,0.0098693099999999992,0.00154952,-0.0096485600000000005,-0.0013811400000000001
55.0,0.0037802299999999999,0.00110735,-0.0034084100000000002,-0.00120276
56.0,0.0021689299999999999,0.000928716,-0.00175151,-0.00087974799999999997
57.0,0.0031495300000000002,0.000282949,0.0030937400000000002,-0.00051789999999999996
58.0,0.0139831,0.010141900000000001,-0.0038035,0.0088431800000000008
59.0,0.015311399999999999,0.0086313799999999993,-0.00131777,0.0125778
60.0,0.0157594,0.0068516100000000002,0.0011974399999999999,0.0141415
61.0,0.0151492,0.0051293600000000003,0.0031549500000000001,0.013900900000000001
62.0,0.0139299,0.0036952600000000001,0.0044687599999999996,0.012665600000000001
63.0,0.0125848,0.0025818299999999998,0.0053276399999999998,0.0111053
64.0,0.0113457,0.00175533,0.00594043,0.0095055699999999996
65.0,0.010268299999999999,0.0011439600000000001,0.0064022000000000003,0.0079461900000000005
66.0,0.0093749899999999997,0.00067724500000000004,0.0067434900000000004,0.0064774300000000002
67.0,0.0086547299999999994,0.000331312,0.0070175699999999999,0.0050545199999999998
68.0,0.0080473599999999999,3.8811499999999999e-05,0.0071556099999999997,0.0036818200000000001
69.0,0.0075293699999999996,-0.00017805300000000001,0.0071565600000000002,0.0023331099999999998
70.0,0.0070966099999999997,-0.00036668900000000001,0.0070014500000000002,0.0010986800000000001
71.0,0.0040589900000000002,-0.0018539400000000001,-0.0035829099999999999,-0.000448386
72.0,0.0041518900000000001,-0.0027772500000000002,-0.0030478699999999998,-0.00048537599999999998
73.0,0.0042496000000000001,-0.0035101099999999999,-0.00234052,-0.000510163
74.0,0.0043314499999999997,-0.0040260299999999999,-0.0015092300000000001,-0.00052415700000000003
75.0,0.0044103500000000004,-0.0043374900000000003,-0.00059550100000000002,-0.00053176299999999998
76.0,0.0044708400000000002,-0.0044266599999999998,0.00034971399999999999,-0.00052039000000000002
77.0,0.0045114500000000002,-0.0042916500000000002,0.00129798,-0.00050013800000000001
78.0,0.0045783899999999999,-0.0039832799999999996,0.0022075900000000002,-0.000470786
